DATAFLOW,LAST UPDATE,freq,unit,s_adj,indic,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2010-Q1,90.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2010-Q2,88.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2010-Q3,87.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2010-Q4,79.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2011-Q1,81.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2011-Q2,79.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2011-Q3,77.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2011-Q4,76.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2012-Q1,87.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2012-Q2,85.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2012-Q3,79.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2012-Q4,73.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2013-Q1,80.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2013-Q2,75.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2013-Q3,74.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2013-Q4,75.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2014-Q1,87.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2014-Q2,87.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2014-Q3,89.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2014-Q4,93.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2015-Q1,96.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2015-Q2,100.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2015-Q3,97.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2015-Q4,105.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2016-Q1,104.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2016-Q2,104.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2016-Q3,107.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2016-Q4,108.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2017-Q1,107.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2017-Q2,108.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2017-Q3,109.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2017-Q4,110.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2018-Q1,113.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2018-Q2,114.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2018-Q3,112.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2018-Q4,113.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2019-Q1,116.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2019-Q2,116.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2019-Q3,116.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2019-Q4,114.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2020-Q1,117.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2020-Q2,118.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2020-Q3,119.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2020-Q4,119.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2021-Q1,123.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2021-Q2,123.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2021-Q3,122.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2021-Q4,121.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2022-Q1,129.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2022-Q2,126.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2022-Q3,127.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AL,2022-Q4,124.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2010-Q1,87.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2010-Q2,102.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2010-Q3,106.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2010-Q4,100.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2011-Q1,89.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2011-Q2,104.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2011-Q3,108.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2011-Q4,102.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2012-Q1,90.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2012-Q2,106.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2012-Q3,110.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2012-Q4,104.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2013-Q1,90.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2013-Q2,106.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2013-Q3,109.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2013-Q4,104.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2014-Q1,90.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2014-Q2,104.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2014-Q3,107.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2014-Q4,102.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2015-Q1,88.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2015-Q2,103.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2015-Q3,106.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2015-Q4,101.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2016-Q1,89.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2016-Q2,103.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2016-Q3,106.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2016-Q4,103.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2017-Q1,92.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2017-Q2,106.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2017-Q3,109.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2017-Q4,104.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2018-Q1,96.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2018-Q2,110.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2018-Q3,114.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2018-Q4,109.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2019-Q1,103.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2019-Q2,115.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2019-Q3,118.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2019-Q4,114.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2020-Q1,105.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2020-Q2,116.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2020-Q3,121.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2020-Q4,116.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2021-Q1,110.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2021-Q2,122.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2021-Q3,124.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2021-Q4,119.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2022-Q1,115.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2022-Q2,125.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2022-Q3,126.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2022-Q4,121.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,AT,2023-Q1,113.6,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2010-Q1,98.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2010-Q2,99.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2010-Q3,100.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2010-Q4,100.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2011-Q1,101.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2011-Q2,101.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2011-Q3,102.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2011-Q4,103.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2012-Q1,102.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2012-Q2,103.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2012-Q3,103.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2012-Q4,103.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2013-Q1,102.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2013-Q2,102.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2013-Q3,102.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2013-Q4,100.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2014-Q1,100.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2014-Q2,100.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2014-Q3,100.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2014-Q4,100.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2015-Q1,99.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2015-Q2,100.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2015-Q3,100.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2015-Q4,100.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2016-Q1,100.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2016-Q2,101.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2016-Q3,101.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2016-Q4,101.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2017-Q1,103.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2017-Q2,103.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2017-Q3,103.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2017-Q4,103.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2018-Q1,105.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2018-Q2,105.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2018-Q3,106.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2018-Q4,107.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2019-Q1,108.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2019-Q2,109.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2019-Q3,109.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2019-Q4,109.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2020-Q1,108.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2020-Q2,107.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2020-Q3,108.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2020-Q4,108.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2021-Q1,109.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2021-Q2,113.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2021-Q3,113.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2021-Q4,114.3,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2022-Q1,115.8,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2022-Q2,116.0,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2022-Q3,116.3,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BE,2022-Q4,,c
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2010-Q1,131.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2010-Q2,127.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2010-Q3,124.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2010-Q4,113.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2011-Q1,113.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2011-Q2,112.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2011-Q3,111.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2011-Q4,103.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2012-Q1,102.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2012-Q2,104.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2012-Q3,102.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2012-Q4,98.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2013-Q1,98.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2013-Q2,99.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2013-Q3,98.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2013-Q4,95.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2014-Q1,100.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2014-Q2,103.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2014-Q3,104.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2014-Q4,99.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2015-Q1,99.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2015-Q2,101.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2015-Q3,101.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2015-Q4,97.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2016-Q1,95.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2016-Q2,95.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2016-Q3,96.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2016-Q4,95.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2017-Q1,97.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2017-Q2,100.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2017-Q3,100.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2017-Q4,99.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2018-Q1,96.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2018-Q2,100.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2018-Q3,101.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2018-Q4,101.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2019-Q1,101.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2019-Q2,102.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2019-Q3,103.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2019-Q4,104.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2020-Q1,99.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2020-Q2,101.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2020-Q3,102.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2020-Q4,103.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2021-Q1,94.5,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2021-Q2,94.9,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,BG,2021-Q3,92.8,p
